Date,Section,Title,Sentiment Score,Sentiment Interpretation,Web url
04/10/2024,World news,UK Palestinians on the nightmare of watching war unfold from afar,-0.9974,Negative,https://www.theguardian.com/world/2024/oct/04/uk-palestinians-nightmare-watching-war-unfold-from-afar
04/10/2024,World news,Antarctica is ‘greening’ at dramatic rate as climate heats,0.9626,Positive,https://www.theguardian.com/world/2024/oct/04/antarctic-plant-cover-growing-at-dramatic-rate-as-climate-heats
04/10/2024,World news,Daughter of hostage taken captive by Hamas describes her family’s pain and trauma,-0.9359,Negative,https://www.theguardian.com/world/2024/oct/04/daughter-hostage-hamas-family-pain-and-trauma-sharone-lifschitz
04/10/2024,World news,Friday briefing: What the end of Port Talbot steelworks says about Britain’s green energy transition,0.9978,Positive,https://www.theguardian.com/world/2024/oct/04/first-edition-green-energy-port-talbot-closure
04/10/2024,World news,"Israel may launch symbolic attack on Iran nuclear-related facilities, says Ehud Barak",-0.9909,Negative,https://www.theguardian.com/world/2024/oct/04/israel-may-launch-symbolic-attack-on-iran-nuclear-facilities-says-ehud-barak
04/10/2024,World news,"After freeing a man who spent half a century on death row, will Japan keep using the death penalty?",-0.9978,Negative,https://www.theguardian.com/world/2024/oct/04/japan-death-penalty-iwao-hakamada
04/10/2024,World news,Ukraine war briefing: Zelenskyy says west ‘dragging out’ delivery of long-range weapons,-0.9789,Negative,https://www.theguardian.com/world/2024/oct/04/ukraine-war-briefing-zelenskyy-says-west-dragging-out-delivery-of-long-range-weapons
20/10/2024,World news,Ukraine war briefing: Power cuts in Kharkiv after Russian strikes,-0.9263,Negative,https://www.theguardian.com/world/2024/oct/21/ukraine-war-briefing-power-cuts-in-kharkiv-after-russian-strikes
20/10/2024,World news,Moldova president condemns ‘assault’ on democracy by ‘foreign forces’ as EU vote hangs in balance,0.6118,Positive,https://www.theguardian.com/world/2024/oct/21/moldova-election-maia-sandu
20/10/2024,World news,"More than 100 people killed in latest Israeli bombings in Gaza, say medics",-0.999,Negative,https://www.theguardian.com/world/2024/oct/20/israeli-strike-on-gaza-multi-storey-residential-building-reportedly-kills-dozens
20/10/2024,World news,Israeli minister taking ‘legal measures’ against French arms fair ban,-0.9743,Negative,https://www.theguardian.com/world/2024/oct/20/israeli-minister-taking-legal-measures-against-french-arms-fair-ban
20/10/2024,World news,Why the Catholic ban on female priests endures | Letters,0.9964,Positive,https://www.theguardian.com/world/2024/oct/20/why-the-catholic-ban-on-female-priests-endures
20/10/2024,World news,Fate of 60 Sri Lankans detained on Diego Garcia remains unresolved | Letter,0.872,Positive,https://www.theguardian.com/world/2024/oct/20/fate-of-60-sri-lankans-detained-on-diego-garcia-remains-unresolved
20/10/2024,World news,UK mosques allotted record security funding from hate crime scheme,0.9851,Positive,https://www.theguardian.com/world/2024/oct/20/uk-mosques-win-record-security-funding-from-hate-scheme
20/10/2024,World news,Russian ambassador accuses UK of waging proxy war in Ukraine,-0.9984,Negative,https://www.theguardian.com/world/2024/oct/20/russian-ambassador-accuses-uk-waging-proxy-war-ukraine
20/10/2024,World news,‘It’s desperation’: Ireland’s restaurant industry facing crisis with daily closures,-0.9798,Negative,https://www.theguardian.com/world/2024/oct/20/its-desperation-irelands-restaurant-industry-facing-crisis-with-daily-closures
20/10/2024,World news,Teacher murdered in front of schoolchildren as Lima gripped by crime wave,-0.9992,Negative,https://www.theguardian.com/world/2024/oct/20/peru-teacher-killed-gang-violence-organized-crime
20/10/2024,World news,‘You are next’: online posts show Islamic State interest in attacks on US ahead of election,-0.9981,Negative,https://www.theguardian.com/world/2024/oct/20/election-islamic-state-us-attacks
20/10/2024,World news,Moldovans go to polls to decide whether future lies with Russia or the west,-0.9897,Negative,https://www.theguardian.com/world/2024/oct/19/moldova-presidential-election-eu-referendum-future-russia-west
20/10/2024,World news,"Adverts for ‘cruel’ elephant rides still rising despite new UK law, says charity",0.9894,Positive,https://www.theguardian.com/world/2024/oct/20/adverts-cruel-elephant-rides-uk-law-legislation-unethical-animal-tourism
20/10/2024,World news,UK facing calls at Commonwealth summit to pay billons for role in climate crisis ,0.9177,Positive,https://www.theguardian.com/world/2024/oct/20/starmer-faces-slavery-reparations-demands-at-commonwealth-summit
20/10/2024,World news,Why Sinwar’s ‘warrior death’ will win him martyr status in Gaza and beyond,-0.9987,Negative,https://www.theguardian.com/world/2024/oct/20/why-sinwars-warrior-death-will-win-him-martyr-status-in-gaza-and-beyond
20/10/2024,World news,Allegations suggest India is now part of the assassination club | Hannah Ellis-Petersen,-0.9997,Negative,https://www.theguardian.com/world/2024/oct/20/allegations-suggest-india-is-now-part-of-the-assassination-club
20/10/2024,World news,‘I fight Russia to topple the tyrant of Belarus’: the Lukashenko guard who defected to the front line in Ukraine,-0.998,Negative,https://www.theguardian.com/world/2024/oct/20/i-fight-russia-to-topple-the-tyrant-of-belarus-the-lukashenko-guard-who-defected-to-the-front-line-in-ukraine
20/10/2024,World news,Ukraine war briefing: G7 defence ministers pledge ‘unwavering support’ for Ukraine,-0.9944,Negative,https://www.theguardian.com/world/2024/oct/20/ukraine-war-briefing-g7-defence-ministers-pledge-unwavering-support-for-ukraine
10/10/2024,World news,Iran general’s whereabouts in question after Israeli strikes on Hezbollah,-0.9969,Negative,https://www.theguardian.com/world/2024/oct/10/iran-esmail-ghaani-al-quds-beirut-lebanon-israeli-strikes-hezbollah
10/10/2024,World news,‘Catastrophic situation’ at children’s hospital as Israel renews Gaza attacks,-0.9996,Negative,https://www.theguardian.com/world/2024/oct/10/catastrophic-situation-childrens-hospital-israel-renews-gaza-attacks
10/10/2024,World news,"UK has not agreed to long-range missile use after Zelenskyy meeting, No 10 says",-0.9405,Negative,https://www.theguardian.com/world/2024/oct/10/zelenskyy-at-no-10-for-talks-with-starmer-and-nato-secretary-general
10/10/2024,World news,Eighteen treated for severe nausea in Stuttgart after opera of live sex and piercing,-0.8387,Negative,https://www.theguardian.com/world/2024/oct/10/18-treated-for-severe-nausea-in-stuttgart-after-opera-of-live-sex-and-piercing
10/10/2024,World news,UN peacekeepers in Lebanon say Israel has fired on their bases deliberately,-0.9974,Negative,https://www.theguardian.com/world/2024/oct/10/un-peacekeepers-in-lebanon-say-israel-has-fired-on-their-bases-deliberately
10/10/2024,World news,‘Racist’ Heinz advert has diverse lessons for us all | Letters,-0.3044,Negative,https://www.theguardian.com/world/2024/oct/10/racist-heinz-advert-has-diverse-lessons-for-us-all
10/10/2024,World news,"Donald Trump will need Nato if elected as president, says new alliance chief",-0.9036,Negative,https://www.theguardian.com/world/2024/oct/10/donald-trump-would-need-nato-as-us-president-says-new-alliance-chief
10/10/2024,World news,New images show remarkable state of preservation of Ernest Shackleton’s ship,-0.6829,Negative,https://www.theguardian.com/world/2024/oct/10/images-remarkable-preservation-ernest-shackleton-ship-endurance
10/10/2024,World news,Portugal proposes decade of tax breaks for young people to stem brain drain,0.9716,Positive,https://www.theguardian.com/world/2024/oct/10/portugal-proposes-decade-of-tax-breaks-for-the-young-to-stem-brain-drain
10/10/2024,World news,Spanish couple detained in Singapore over protest against Valencia owner,-0.8735,Negative,https://www.theguardian.com/world/2024/oct/10/spanish-couple-detained-singapore-protest-valencia-football-club-owner
10/10/2024,World news,Danish family seek to return Etruscan objects bought from boot of car in Italy,0.8919,Positive,https://www.theguardian.com/world/2024/oct/10/danish-family-seek-to-return-etruscan-objects-bought-from-boot-of-car-in-italy
10/10/2024,World news,How a year of war laid waste the Gaza Strip – visualised,-0.9905,Negative,https://www.theguardian.com/world/2024/oct/10/how-a-year-of-war-laid-waste-the-gaza-strip-visualised
10/10/2024,World news,‘I can’t survive’: Malawians hit hard by South Africa’s crackdown on illegal migration,-0.9938,Negative,https://www.theguardian.com/world/2024/oct/10/i-cant-survive-malawians-hit-hard-by-south-africas-crackdown-on-migration
10/10/2024,World news,Hellish heat and primal fear: Croatian firefighters on frontline of climate crisis,-0.9953,Negative,https://www.theguardian.com/world/2024/oct/10/hellish-heat-primal-fear-croatian-firefighters-climate-crisis
10/10/2024,World news,Nobel laureate Narges Mohammadi calls for peace in Middle East from Iran jail,0.9864,Positive,https://www.theguardian.com/world/2024/oct/10/nobel-laureate-narges-mohammadi-calls-for-peace-in-middle-east-from-iran-jail
10/10/2024,World news,"North Koreans deployed alongside Russian troops in Ukraine, sources say",-0.9886,Negative,https://www.theguardian.com/world/2024/oct/10/north-korea-engineers-deployed-russia-ukraine
10/10/2024,World news,Another 65 women allege abuse by Mohamed Al Fayed,-0.967,Negative,https://www.theguardian.com/world/2024/oct/10/another-65-women-allege-abuse-by-mohamed-al-fayed
10/10/2024,World news,Adelaide zoo in mourning as pair of African lions with ‘remarkable’ bond euthanised,0.968,Positive,https://www.theguardian.com/world/2024/oct/10/adelaide-zoo-in-mourning-as-pair-of-african-lions-with-remarkable-bond-euthanised
10/10/2024,World news,Thursday briefing: What the shock Badenoch-Jenrick leadership battle says about the future of the Tories,0.998,Positive,https://www.theguardian.com/world/2024/oct/10/first-edition-conservative-leadership-kemi-badenoch-robert-jenrick
10/10/2024,World news,"‘I am physically here, but mentally in Gaza,’ says lecturer now living in UK",-0.9564,Negative,https://www.theguardian.com/world/2024/oct/10/i-am-physically-here-but-mentally-in-gaza-says-lecturer-now-living-in-uk
10/10/2024,World news,Saudi Arabia narrowly fails in bid to win a seat on UN human rights council,-0.93,Negative,https://www.theguardian.com/world/2024/oct/10/saudi-arabia-narrowly-fails-in-bid-to-win-a-seat-on-un-human-rights-council
10/10/2024,World news,"At least 400,000 people trapped by Israel’s latest Gaza offensive, says Unrwa",-0.9991,Negative,https://www.theguardian.com/world/2024/oct/09/at-least-400000-people-trapped-by-israels-latest-gaza-offensive-says-unrwa
22/10/2024,World news,Number of abandoned cats soars by more than 30% in UK ,0.9818,Positive,https://www.theguardian.com/world/2024/oct/23/number-of-abandoned-cats-soars-by-more-than-30-in-uk
22/10/2024,World news,"Israel confirms killing of Hashem Safieddine, presumed next leader of Hezbollah",-0.997,Negative,https://www.theguardian.com/world/2024/oct/22/israel-confirms-killing-of-presumed-next-leader-of-hezbollah
22/10/2024,World news,"Putin disrupting food aid for Gaza by attacking Ukraine ports, says Starmer",-0.9396,Negative,https://www.theguardian.com/world/2024/oct/22/putin-disrupting-food-aid-gaza-attacking-ukraine-ports-starmer
22/10/2024,World news,‘This means a lot to us’: Samoa prepares to welcome Charles to the ‘land of kings’,0.9971,Positive,https://www.theguardian.com/world/2024/oct/22/this-means-a-lot-to-us-samoa-prepares-to-welcome-charles-to-the-land-of-kings
22/10/2024,World news,Israel mulls using private security contractors to deliver aid to Gaza,-0.9477,Negative,https://www.theguardian.com/world/2024/oct/22/israel-mulls-using-private-security-contractors-to-deliver-aid-to-gaza
22/10/2024,World news,X admits ‘error’ led to reinstatement of key suspect in Jamal Khashoggi murder,-0.998,Negative,https://www.theguardian.com/world/2024/oct/22/jamal-khashoggi-murder-suspect-x-account
22/10/2024,World news,‘Horror and tears’ as Lebanon’s hospitals fear same fate as Gaza,-0.9994,Negative,https://www.theguardian.com/world/2024/oct/22/horror-and-tears-as-lebanons-hospitals-fear-same-fate-as-gaza
22/10/2024,World news,Hungary asks EU to strip parliamentary immunity from Italian MEP Ilaria Salis,-0.928,Negative,https://www.theguardian.com/world/2024/oct/22/hungary-asks-eu-strip-parliamentary-immunity-italian-mep-ilaria-salis
22/10/2024,World news,"‘Utter ruin’: Gaza economy would take 350 years to return to pre-conflict level, UN says",-0.9967,Negative,https://www.theguardian.com/world/2024/oct/22/ruined-gaza-economy-un-report-israel
22/10/2024,World news,Two men plead guilty to contract killing of Sikh man in Canada but don’t say who hired them,-0.9996,Negative,https://www.theguardian.com/world/2024/oct/22/canada-men-guilty-sikh-air-india-bombing
22/10/2024,World news,Blinken meets Netanyahu in renewed US push for Gaza ceasefire,-0.9969,Negative,https://www.theguardian.com/world/2024/oct/22/antony-blinken-visits-israel-in-renewed-us-push-for-gaza-ceasefire
22/10/2024,World news,A heartbreaking account of life in Gaza | Letters,-0.9827,Negative,https://www.theguardian.com/world/2024/oct/22/a-heartbreaking-account-of-life-in-gaza
22/10/2024,World news,"Murder case of unnoticed missing boy ‘utterly horrifying’, says Irish PM",-0.995,Negative,https://www.theguardian.com/world/2024/oct/22/irish-pm-says-case-of-boy-whose-disappearance-went-unnoticed-is-disturbing
22/10/2024,World news,Loser of Austrian election to try to form government after parties shun far right,0.992,Positive,https://www.theguardian.com/world/2024/oct/22/loser-of-austrian-election-to-try-to-form-government-after-parties-shun-far-right-freedom-party
22/10/2024,World news,"‘I can do the same job as a man’: Ukraine’s first frontline female commander on war, grief – and her hope for the future",-0.9863,Negative,https://www.theguardian.com/world/2024/oct/22/i-can-do-the-same-job-as-a-man-ukraines-first-frontline-female-commander-on-war-grief-and-her-hope-for-the-future
22/10/2024,World news,Alexei Navalny memoir says The Wire inspired political career: ‘I’m a big fan’,-0.9482,Negative,https://www.theguardian.com/world/2024/oct/22/alexei-navalny-memoir-the-wire
22/10/2024,World news,Side of cocaine with that? German police raid pizzeria after finding secret ingredient,-0.9828,Negative,https://www.theguardian.com/world/2024/oct/22/side-of-cocaine-with-that-german-police-raid-pizzeria-after-finding-secret-ingredient
22/10/2024,World news,South Korea mulls aiding Ukraine amid reports North Korea to assist Russia,-0.9857,Negative,https://www.theguardian.com/world/2024/oct/22/south-korea-mulls-aiding-ukraine-evidence-north-korea-involvement-war
22/10/2024,World news,Uyghur activist accuses Labour of failing to stand up to China,-0.9908,Negative,https://www.theguardian.com/world/2024/oct/22/uyghur-activist-accuses-labour-of-failing-to-stand-up-to-china
22/10/2024,World news,‘End justifies the means’: high Russian death toll fails to shift opinion on Ukraine war,-0.9994,Negative,https://www.theguardian.com/world/2024/oct/22/high-russian-death-toll-fails-shift-opinion-ukraine-war
22/10/2024,World news,Surrogacy ring accused of exploiting vulnerable women in Argentina,-0.991,Negative,https://www.theguardian.com/world/2024/oct/22/surrogacy-ring-argentina
22/10/2024,World news,Bianca Gascoigne says Mohamed Al Fayed sexually assaulted her,-0.8249,Negative,https://www.theguardian.com/world/2024/oct/22/bianca-gascoigne-says-mohamed-al-fayed-sexually-assaulted-her
22/10/2024,World news,Son of Singapore founder says ‘campaign of persecution’ forced him to seek asylum in UK,0.8874,Positive,https://www.theguardian.com/world/2024/oct/22/son-of-singapore-founder-says-campaign-of-persecution-forced-him-to-seek-asylum-in-uk-lee-hsien-yang
22/10/2024,World news,Harvey Weinstein diagnosed with cancer – reports,-0.9952,Negative,https://www.theguardian.com/world/2024/oct/22/harvey-weinstein-cancer-diagnosis-myeloid-leukemia-reports-ntwnfb
22/10/2024,World news,Tuesday briefing: Canada puts India ‘on notice’ as row over alleged killing of Sikh activists escalates,-0.998,Negative,https://www.theguardian.com/world/2024/oct/22/tuesday-briefing-how-canada-and-indias-year-long-diplomatic-row-has-escalated
22/10/2024,World news,Peru ex-president Alejandro Toledo jailed for 20 years over involvement in Car Wash scandal,-0.9753,Negative,https://www.theguardian.com/world/2024/oct/22/peru-ex-president-alejandro-toledo-jailed-for-20-odebrecht-bribes-car-wash-scandal-ntwnfb
18/10/2024,World news,A sunken timebomb? Samoa fears long-lasting damage from wrecked New Zealand navy ship,-0.9981,Negative,https://www.theguardian.com/world/2024/oct/19/a-sunken-timebomb-samoa-fears-long-lasting-damage-from-wrecked-new-zealand-navy-ship
18/10/2024,World news,Hamas recognises death of leader Yahya Sinwar but vows to keep fighting,-0.9986,Negative,https://www.theguardian.com/world/2024/oct/18/hamas-recognises-death-of-leader-yahya-sinwar-but-vows-to-keep-fighting
18/10/2024,World news,"West Bank olive harvest met with rising Israeli violence, says UN",-0.9961,Negative,https://www.theguardian.com/world/2024/oct/18/west-bank-olive-harvest-met-with-rising-israeli-violence-says-un
18/10/2024,World news,Israel steps up assault on Gaza with tens of thousands trapped in Jabalia,-0.9994,Negative,https://www.theguardian.com/world/2024/oct/18/israel-gaza-airstrikes-hamas-leader-yahya-sinwar-death
18/10/2024,World news,"North Korean troops have arrived in Russia to fight Ukraine, says Seoul",-0.9736,Negative,https://www.theguardian.com/world/2024/oct/18/north-korean-troops-russia-arrived-ukraine-seoul
18/10/2024,World news,Paris SUV driver charged with murder after cyclist run over,-0.9493,Negative,https://www.theguardian.com/world/2024/oct/18/paris-suv-driver-charged-with-after-cyclist-run-over
18/10/2024,World news,Blow to Meloni’s Albania deal as court orders asylum seekers’ return to Italy,-0.9829,Negative,https://www.theguardian.com/world/2024/oct/18/blow-to-melonis-albania-deal-as-court-orders-asylum-seekers-return-to-italy
18/10/2024,World news,Yahya Sinwar’s final moments and the Israeli trainees who found him,-0.9902,Negative,https://www.theguardian.com/world/2024/oct/18/yahya-sinwar-final-moments-israeli-infantry-tracked-him-down
18/10/2024,World news,Philippines vice-president: I’ll dig up president’s father and throw him in sea,-0.971,Negative,https://www.theguardian.com/world/2024/oct/18/philippines-vice-president-sarah-duterte-ferdinand-marcos-threat-remains-father
18/10/2024,World news,Kenyan political drama as deputy president impeached while in hospital,-0.9879,Negative,https://www.theguardian.com/world/2024/oct/18/kenyan-deputy-president-impeached-senate-hospital-rigathi-gachagua
18/10/2024,World news,Upbeat Hamas rhetoric over Sinwar cannot obscure Israel’s damage to it,-0.9955,Negative,https://www.theguardian.com/world/2024/oct/18/upbeat-hamas-rhetoric-over-sinwar-cant-obscure-israels-damage-to-it
18/10/2024,World news,Yahya Sinwar obituary,-0.997,Negative,https://www.theguardian.com/world/2024/oct/18/yahya-sinwar-obituary
18/10/2024,World news,‘This could wreck the area’: anger at new Guggenheim in Spanish nature reserve,0.9878,Positive,https://www.theguardian.com/world/2024/oct/18/campaign-against-new-guggenheim-in-spain-guernica-urdaibai-biosphere-reserve
18/10/2024,World news,"Israel kills its prime target – but Sinwar’s death seems down to chance, not precise planning",-0.9997,Negative,https://www.theguardian.com/world/2024/oct/17/israel-idf-prime-target-yahya-sinwar-death-hamas
18/10/2024,World news,"IDF video appears to show final moments of Hamas leader Yahya Sinwar, throwing stick at drone",-0.9738,Negative,https://www.theguardian.com/world/2024/oct/18/yahya-sinwar-hamas-leader-death-idf-footage-stick-drone-gaza
18/10/2024,World news,Russia seeks to ban ‘propaganda’ promoting childfree lifestyles,0.9633,Positive,https://www.theguardian.com/world/2024/oct/18/russia-ban-propaganda-promoting-childfree-lifestyles
18/10/2024,World news,Friday briefing: What Hamas leader Yahya Sinwar’s death means for the war in Gaza,-0.9996,Negative,https://www.theguardian.com/world/2024/oct/18/first-edition-yahya-sinwar-israel-gaza-war
18/10/2024,World news,Home Office hires 200 staff to clear huge backlog of UK modern slavery cases,-0.9988,Negative,https://www.theguardian.com/world/2024/oct/18/home-office-hires-staff-clear-backlog-uk-modern-slavery-cases
18/10/2024,World news,Small and lethal: adapted drones carrying explosives ‘hunt’ civilians in Kherson,-0.9991,Negative,https://www.theguardian.com/world/2024/oct/18/drones-carrying-explosives-stalk-streets-of-kherson-ukraine-russia
18/10/2024,World news,Biden leads international push for Gaza ceasefire after killing of Hamas leader Yahya Sinwar,-0.9989,Negative,https://www.theguardian.com/world/2024/oct/18/yahya-sinwar-hamas-leader-killing-israel-biden-ceasefire-calls
18/10/2024,World news,China posts slowest economic growth in 18 months as optimism fades over stimulus,0.986,Positive,https://www.theguardian.com/world/2024/oct/18/china-economy-slow-growth-yuan
18/10/2024,World news,US congress research warns of risk of cost blowouts for Australia in Aukus submarine program ,-0.985,Negative,https://www.theguardian.com/world/2024/oct/18/aukus-submarine-deal-us-australia-cost-blowouts
18/10/2024,World news,Ukraine war briefing: US sanctions China firms over ‘complete attack drones made for Russia’,0.765,Positive,https://www.theguardian.com/world/2024/oct/18/ukraine-war-briefing-us-sanctions-china-firms-over-complete-attack-drones-made-for-russia
29/10/2024,World news,US calls on Israel to tackle ‘catastrophic humanitarian crisis’ in Gaza,-0.9927,Negative,https://www.theguardian.com/world/2024/oct/29/gaza-aid-unrwa-ban-guterres-israel-reaction
29/10/2024,World news,Berlin summons Iran ambassador over execution of German-Iranian,-0.9981,Negative,https://www.theguardian.com/world/2024/oct/29/berlin-summons-iran-ambassador-over-execution-of-german-iranian-jamshid-sharmahd
29/10/2024,World news,Should Britain pay for the horror of slavery?,-0.9982,Negative,https://www.theguardian.com/world/2024/oct/29/should-britain-pay-for-the-horror-of-slavery
29/10/2024,World news,"Catholic church still failing to deal with sexual abuse cases, says Vatican report",-0.9938,Negative,https://www.theguardian.com/world/2024/oct/29/catholic-church-still-failing-to-deal-with-sexual-abuse-cases-says-vatican-report
29/10/2024,World news,Nine days of horror as Israeli offensive on exhausted northern Gaza intensifies,-0.9989,Negative,https://www.theguardian.com/world/2024/oct/29/nine-days-of-horror-as-israel-steps-up-offensive-on-exhausted-northern-gaza
29/10/2024,World news,EU events on curbing big tech ‘distorted’ by attenders with industry links,0.9543,Positive,https://www.theguardian.com/world/2024/oct/29/eu-events-curbing-big-tech-distorted-attenders-hidden-industry-links
29/10/2024,World news,British girl with peanut allergy dies on holiday in Rome,-0.9894,Negative,https://www.theguardian.com/world/2024/oct/29/british-girl-with-peanut-allergy-dies-on-holiday-in-rome
29/10/2024,World news,‘Don’t take his life’: South Carolina man faces execution despite state justice calling his sentence invalid,-0.9995,Negative,https://www.theguardian.com/world/2024/oct/29/richard-moore-south-carolina-execution
29/10/2024,World news,Sri Lanka’s Arugam Bay in shock after terror threat to Israeli tourists,-0.9988,Negative,https://www.theguardian.com/world/2024/oct/29/arugam-bay-residents-in-sri-lanka-in-shock-after-terror-threat-to-israeli-tourists
29/10/2024,World news,Lost Maya city with temple pyramids and plazas discovered in Mexico,0.9566,Positive,https://www.theguardian.com/world/2024/oct/29/lost-maya-city-valeriana-mexico-temple-pyramids-plazas
29/10/2024,World news,"Israeli airstrike on Beit Lahiya kills 93, says Gaza rescue agency",-0.9965,Negative,https://www.theguardian.com/world/2024/oct/29/israeli-airstrike-on-beit-lahiya-in-northern-gaza-leaves-scores-dead
29/10/2024,World news,"Colin Farrell’s Dublin marathon run raises €774,000 for charity",0.9742,Positive,https://www.theguardian.com/world/2024/oct/29/colin-farrell-dublin-marathon-butterfly-skin-charity
29/10/2024,World news,Hezbollah elects new leader after Israeli killing of Nasrallah,-0.9978,Negative,https://www.theguardian.com/world/2024/oct/29/hezbollah-elects-naim-qassem-as-new-leader
29/10/2024,World news,Trudeau facing ‘iceberg revolt’ as calls grow for embattled PM to step down,0.944,Positive,https://www.theguardian.com/world/2024/oct/29/justin-trudeau-canada-prime-minister
29/10/2024,World news,Kharkiv residents describe ‘pure horror’ after Russian attack on historic building,-0.9969,Negative,https://www.theguardian.com/world/2024/oct/29/kharkiv-residents-describe-pure-horror-after-russian-attack-on-historic-derzhprom-building
29/10/2024,World news,‘Carved on bodies and souls’: Ukrainian men face ‘systemic’ sexual torture in Russian detention centres,-0.9996,Negative,https://www.theguardian.com/world/2024/oct/29/carved-on-bodies-and-souls-russias-use-of-male-sexual-torture-in-ukraine
29/10/2024,World news,‘No one is coming to save them’: blackouts hide horrors of siege of north Gaza,-0.9994,Negative,https://www.theguardian.com/world/2024/oct/29/no-one-is-coming-to-save-them-blackouts-hide-horrors-of-siege-of-north-gaza
29/10/2024,World news,Tuesday briefing: Some Democrats are grimly convinced that Trump is going to win. What does the evidence show?,0.9977,Positive,https://www.theguardian.com/world/2024/oct/29/tuesday-briefing-some-democrats-are-grimly-convinced-that-trump-is-going-to-win-what-does-the-evidence-show
29/10/2024,World news,‘You’re always scared’: hit French film’s star on his fight for residency,0.9634,Positive,https://www.theguardian.com/world/2024/oct/29/abou-sangare-french-film-lhistoire-de-souleymane-migrant-residency
29/10/2024,World news,Ukraine war briefing: Bomb shatters historic landmark in Kharkiv,-0.9955,Negative,https://www.theguardian.com/world/2024/oct/29/ukraine-war-briefing-bomb-derzhprom-historic-landmark-kharkiv
29/10/2024,World news,North and South Korea relations: what’s behind the tensions – in 30 seconds,-0.9944,Negative,https://www.theguardian.com/world/2022/aug/15/north-and-south-korea-tensions-relations-issue-conflict-division-explained-in-30-seconds
29/10/2024,World news,"Russia to deploy 10,000 North Korean troops against Ukraine within ‘weeks’, Pentagon says",-0.99,Negative,https://www.theguardian.com/world/2024/oct/29/russia-north-korean-troops-ukraine-war
08/10/2024,World news,Ukraine war briefing: Zelenskyy says Ukraine needs to achieve faster results on the battlefield,-0.9941,Negative,https://www.theguardian.com/world/2024/oct/09/ukraine-war-briefing-zelenskyy-says-ukraine-needs-to-achieve-faster-results-on-the-battlefield
08/10/2024,World news,‘Survivor’s guilt is overwhelming’: the grief of losing 21 relatives in one airstrike in Gaza,-0.9973,Negative,https://www.theguardian.com/world/2024/oct/09/survivors-guilt-is-overwhelming-the-grief-of-losing-21-relatives-in-one-airstrike-in-gaza
08/10/2024,World news,Israeli military deploys fourth division in Lebanon ground offensive,-0.9995,Negative,https://www.theguardian.com/world/2024/oct/08/israel-lebanon-ground-offensive-hezbollah-gaza
08/10/2024,World news,Zelenskyy ‘victory plan’ summit in doubt after Joe Biden pulls out,-0.4763,Negative,https://www.theguardian.com/world/2024/oct/08/zelenskyy-victory-plan-summit-in-doubt-after-joe-biden-pulls-out
08/10/2024,World news,The Guardian view on Israel and Iran: there will be no winners from an all-out war | Editorial,-0.9984,Negative,https://www.theguardian.com/world/commentisfree/2024/oct/08/the-guardian-view-on-israel-and-iran-there-will-be-no-winners-from-an-all-out-war
08/10/2024,World news,China puts tariffs on EU brandy in escalating trade row with Brussels,0.9501,Positive,https://www.theguardian.com/world/2024/oct/08/china-tariffs-eu-brandy-escalating-trade-row-brussels
08/10/2024,World news,Could Saudi-Iran talks prevent Lebanon from turning into a second Gaza?,-0.9863,Negative,https://www.theguardian.com/world/2024/oct/08/could-saudi-arabia-meeting-with-iran-prevent-lebanon-turning-into-second-gaza
08/10/2024,World news,Viktor Orbán would celebrate Trump victory with ‘bottles of champagne’,-0.9864,Negative,https://www.theguardian.com/world/2024/oct/08/hungary-viktor-orban-donald-trump-victory-champagne
08/10/2024,World news,Opposition Congress party wins power in Indian-administered Kashmir,0.99,Positive,https://www.theguardian.com/world/2024/oct/08/opposition-congress-party-wins-power-in-indian-administered-kashmir
08/10/2024,World news,Anger and disgust in Mexico over beheading of newly sworn-in city mayor,-0.9991,Negative,https://www.theguardian.com/world/2024/oct/08/mexico-murder-beheading-city-mayor-alejandro-arcos-catalan-chilpancingo
08/10/2024,World news,‘Son of God’ pastor registers from jail to run for Philippines senate election,-0.9717,Negative,https://www.theguardian.com/world/2024/oct/08/son-of-god-pastor-apollo-quiboloy-registers-jail-philippines-state-election
08/10/2024,World news,Prosecutors to appeal after Madeleine McCann suspect acquitted in separate rape trial,-0.9989,Negative,https://www.theguardian.com/world/2024/oct/08/main-suspect-in-mccann-disappearance-acquitted-in-separate-and-abuse-trial
08/10/2024,World news,How does Israel’s Lebanon invasion compare with its previous operations?,-0.9953,Negative,https://www.theguardian.com/world/2024/oct/08/israel-lebanon-invasion-compare-previous-operations
08/10/2024,World news,Interpol campaign to identify remains of women in Europe expands to 46 cases,-0.8074,Negative,https://www.theguardian.com/world/2024/oct/08/interpol-police-campaign-to-identify-women-europe-cold-cases
08/10/2024,World news,Indian police charge man over doctor’s rape and murder in Kolkata hospital,-0.9994,Negative,https://www.theguardian.com/world/2024/oct/08/india-police-charge-man-sanjay-roy-doctor-rape-murder-kolkata-hospital
08/10/2024,World news,Mountaineers who were stranded in Himalayas describe loss of their gear,0.992,Positive,https://www.theguardian.com/world/2024/oct/08/mountaineers-who-were-stranded-in-himalayas-describe-loss-of-their-gear
08/10/2024,World news,‘Democracy should not be monetised’: unions revolt against Chris Minns’ plan to ban protests based on cost,-0.9785,Negative,https://www.theguardian.com/world/2024/oct/08/democracy-unions-revolt-chris-minns-palestine-protests-cost-nsw-police
